date,universe,predictor_type,definition,value,n_components
2017-09-21,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2017-09-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2017-10-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2017-10-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2017-10-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2017-11-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2017-11-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2017-11-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2017-11-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2017-12-01,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2017-12-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2017-12-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2017-12-22,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-01-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-01-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2018-01-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2018-01-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2018-01-31,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2018-02-07,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2018-02-14,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2018-02-23,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2018-03-05,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2018-03-12,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2018-03-19,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-03-26,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-04-02,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-04-09,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-04-16,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-04-23,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-04-30,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2018-05-09,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2018-05-16,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-05-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-05-31,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2018-06-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-06-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-06-25,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2018-07-02,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2018-07-09,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-07-16,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-07-23,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-07-30,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2018-08-06,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-08-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-08-21,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-08-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2018-09-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2018-09-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2018-09-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2018-09-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2018-10-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2018-10-16,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2018-10-23,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-10-30,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2018-11-06,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-11-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-11-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-11-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2018-12-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2018-12-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2018-12-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2018-12-26,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2019-01-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2019-01-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-01-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-01-25,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-02-01,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2019-02-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-02-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2019-02-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2019-03-07,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2019-03-14,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-03-21,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-03-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-04-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-04-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-04-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-04-25,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-05-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-05-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-05-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-05-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2019-06-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2019-06-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2019-06-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-06-25,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-07-02,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-07-09,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-07-16,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-07-23,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-07-30,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-08-06,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2019-08-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-08-21,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-08-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-09-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2019-09-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2019-09-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2019-09-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2019-10-07,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2019-10-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-10-22,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2019-10-29,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-11-05,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2019-11-12,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-11-19,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-11-26,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-12-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-12-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-12-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2019-12-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2020-01-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-01-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-01-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-01-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2020-02-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-02-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-02-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-02-25,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-03-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2020-03-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2020-03-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2020-03-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-06-01,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2020-06-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-06-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-06-22,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-06-29,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2020-07-06,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-07-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-07-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-07-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-08-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-08-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-08-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-08-25,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2020-09-01,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-09-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-09-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2020-09-22,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2020-09-29,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-10-12,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2020-10-19,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2020-10-26,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2020-11-02,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-11-09,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-11-16,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2020-11-23,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2020-11-30,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2020-12-07,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2020-12-14,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2020-12-21,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2020-12-29,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-01-07,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-01-14,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2021-01-21,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-01-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-02-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-02-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-02-22,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2021-03-02,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2021-03-09,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2021-03-16,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2021-03-23,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2021-03-30,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2021-04-06,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2021-04-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2021-04-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2021-04-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2021-05-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2021-05-12,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2021-05-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2021-05-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2021-06-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2021-06-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2021-06-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-06-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2021-07-01,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2021-07-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2021-07-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2021-07-22,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2021-07-29,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-08-05,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2021-08-12,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-08-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2021-08-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2021-09-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-09-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2021-09-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2021-09-29,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,1.0,8
2021-10-07,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,1.0,8
2021-10-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2021-10-22,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2021-10-29,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2021-11-05,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2021-11-12,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-11-19,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-11-26,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2021-12-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2021-12-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2021-12-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2021-12-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-01-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2022-01-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-01-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-01-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-02-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-02-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-02-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-02-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-03-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-03-14,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-03-21,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-03-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-04-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-04-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2022-04-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2022-04-25,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2022-05-02,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2022-05-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2022-05-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2022-05-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2022-05-31,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2022-06-09,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2022-06-16,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2022-06-23,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2022-06-30,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-07-07,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-07-14,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2022-07-21,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-07-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-08-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2022-08-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2022-08-19,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2022-08-26,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-09-02,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2022-09-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2022-09-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-09-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2022-10-05,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2022-10-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2022-10-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2022-10-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-11-03,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2022-11-10,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2022-11-17,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-11-24,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-12-01,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2022-12-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-12-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-12-22,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2022-12-29,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2023-01-06,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2023-01-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2023-01-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2023-01-31,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2023-02-07,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2023-02-14,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2023-02-21,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2023-02-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2023-03-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-03-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-03-22,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-03-29,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-04-05,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-04-12,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2023-04-19,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-04-26,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2023-05-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-05-12,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-05-19,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-05-26,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2023-06-05,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2023-06-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2023-06-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2023-06-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2023-07-04,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2023-07-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2023-07-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2023-07-25,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-08-01,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-08-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.875,8
2023-08-16,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2023-08-23,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2023-08-30,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2023-09-06,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2023-09-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2023-09-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2023-09-27,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2023-10-11,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2023-10-18,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-10-25,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2023-11-01,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.75,8
2023-11-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.625,8
2023-11-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.5,8
2023-11-22,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.375,8
2023-11-29,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2023-12-06,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2023-12-13,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2023-12-20,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2023-12-28,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
2024-01-08,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.25,8
2024-01-15,KOSPI_EX_K200,FACTOR_BREADTH,FACTOR_40D,0.125,8
